,station_uid,line_uid,line_name,station_name,stationid,poiid,pointx,pointy,poitype,trans,color,ccode,line_start_city,line_terminal_city,line_tag,expect_open_time,line_open_status,is_updown,nearby_lines,trans_lines_detail,trans_lines_count,station_index,stations_count,platform_count_final,line_name_clean,trans_count_final,station_score,station_score_normalized,trans_lines_normalized,platform_normalized,station_score_normalized_final,trans_lines_normalized_final,platform_normalized_final,final_score
109,12229532680635200150,954505419264527434,地铁5号线,蒲黄榆,7817844472585830675,10003790578482729681,116.421698,39.865675,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,['地铁14号线'],1,21,23,2.0,地铁5号线,2,14.0,0.18181818181818188,0.3333333333333333,0.3333333333333333,1.122994652406417,0.3333333333333333,0.3333333333333333,0.49126559714795004
111,16445021965976922995,954505419264527434,地铁5号线,刘家窑,16842963009161607607,10003164371392060191,116.422126,39.857513,2,0,#D453A6,110000,110000,110000,1:1,,1,1,,,0,22,23,1.0,地铁5号线,1,13.0,0.09090909090909105,0.0,0.0,0.09090909090909105,0.0,0.0,0.018181818181818212
112,8754301199491950829,954505419264527434,地铁5号线,宋家庄,15140334390179316403,10003224937033670601,116.428368,39.845844,2,1,#D453A6,110000,110000,110000,1:1,,1,1,,"['地铁亦庄线', '地铁10号线外环']",2,23,23,2.0,地铁5号线,3,12.0,0.0,0.6666666666666667,0.3333333333333333,0.8636363636363638,0.6666666666666667,0.3333333333333333,0.6393939393939394
115,17888176593547012937,829528499697202394,地铁6号线,潞城,10386629110092961573,10003706990100006251,116.747511,39.902848,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁6号线二期'],1,1,35,1.0,地铁6号线,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,5637953340116295859,829528499697202394,地铁6号线,东夏园,8777529787724273312,10003876800237716861,116.733838,39.903151,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,2,35,1.0,地铁6号线,1,19.0,0.05882352941176472,0.0,0.0,0.05882352941176472,0.0,0.0,0.011764705882352944
117,10141907785734259815,829528499697202394,地铁6号线,郝家府,987581097084984498,10003519965879320911,116.717636,39.903221,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,3,35,1.0,地铁6号线,1,20.0,0.11764705882352944,0.0,0.0,0.11764705882352944,0.0,0.0,0.02352941176470589
118,4067216245688340116,829528499697202394,地铁6号线,北运河东,2199027905415,4973708903414254702,116.707061,39.903272,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,4,35,1.0,地铁6号线,1,21.0,0.17647058823529416,0.0,0.0,0.17647058823529416,0.0,0.0,0.03529411764705883
119,2550568061198393976,829528499697202394,地铁6号线,北运河西,14256427551074264554,10003735831834266191,116.688313,39.903037,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,5,35,1.0,地铁6号线,1,22.0,0.23529411764705888,0.0,0.0,0.23529411764705888,0.0,0.0,0.04705882352941178
120,2199026382029,829528499697202394,地铁6号线,通运门,2199028273311,2199028273846,116.673555,39.90973,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,6,35,1.0,地铁6号线,1,23.0,0.2941176470588236,0.0,0.0,0.2941176470588236,0.0,0.0,0.05882352941176472
121,14392914012772494749,829528499697202394,地铁6号线,通州北关,6140830451932732974,10003904852833671341,116.66152,39.918349,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁22号线平谷线'],1,7,35,1.0,地铁6号线,1,24.0,0.3529411764705881,0.0,0.0,0.3529411764705881,0.0,0.0,0.07058823529411762
122,18417203962111125595,829528499697202394,地铁6号线,物资学院路,2199028273312,2199028273845,116.639342,39.926809,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,8,35,1.0,地铁6号线,1,25.0,0.4117647058823528,0.0,0.0,0.4117647058823528,0.0,0.0,0.08235294117647057
123,14587399657138963424,829528499697202394,地铁6号线,草房,2199027905416,2199027905984,116.615603,39.924474,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,9,35,1.0,地铁6号线,1,26.0,0.47058823529411753,0.0,0.0,0.47058823529411753,0.0,0.0,0.09411764705882351
124,478552687365851454,829528499697202394,地铁6号线,常营,5484830352512447882,10003136915642918751,116.599688,39.925694,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,10,35,1.0,地铁6号线,1,27.0,0.5294117647058822,0.0,0.0,0.5294117647058822,0.0,0.0,0.10588235294117646
125,1978641912928391607,829528499697202394,地铁6号线,黄渠,2199027905417,2199027906001,116.578299,39.924198,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,11,35,1.0,地铁6号线,1,28.0,0.588235294117647,0.0,0.0,0.588235294117647,0.0,0.0,0.1176470588235294
126,17219087334337929337,829528499697202394,地铁6号线,褡裢坡,12012622203362040585,10003104846924770081,116.563875,39.924024,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,12,35,1.0,地铁6号线,1,29.0,0.6470588235294117,0.0,0.0,0.6470588235294117,0.0,0.0,0.12941176470588234
127,15120416394837723936,829528499697202394,地铁6号线,青年路,233507437302657698,10003578135668256731,116.517327,39.923037,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,13,35,1.0,地铁6号线,1,30.0,0.7058823529411764,0.0,0.0,0.7058823529411764,0.0,0.0,0.1411764705882353
128,9449628719014205097,829528499697202394,地铁6号线,十里堡,4835535021297206016,10003214416543691501,116.502033,39.923073,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,14,35,1.0,地铁6号线,1,31.0,0.7647058823529411,0.0,0.0,0.7647058823529411,0.0,0.0,0.15294117647058825
129,8405435479999566221,829528499697202394,地铁6号线,金台路,15285241640022557253,10003052217418459421,116.478422,39.922939,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁14号线'],1,15,35,2.0,地铁6号线,2,32.0,0.8235294117647058,0.3333333333333333,0.3333333333333333,1.4705882352941175,0.3333333333333333,0.3333333333333333,0.5607843137254902
131,18214115427188542574,829528499697202394,地铁6号线,呼家楼,4513621044372327664,10003257516745403481,116.461618,39.923333,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁10号线外环'],1,16,35,1.0,地铁6号线,2,33.0,0.8823529411764706,0.3333333333333333,0.0,1.6550802139037435,0.3333333333333333,0.0,0.5310160427807487
133,4533973108399785878,829528499697202394,地铁6号线,东大桥,4306516623354751362,10003590043342312361,116.451765,39.923091,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,"['地铁17号线中段', '地铁28号线', '地铁22号线平谷线']",3,17,35,1.0,地铁6号线,1,34.0,0.9411764705882353,0.0,0.0,0.9411764705882353,0.0,0.0,0.18823529411764706
134,1383778703423466609,829528499697202394,地铁6号线,南锣鼓巷,3068138012237186607,10003753377529251591,116.402985,39.933013,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁8号线'],1,20,35,2.0,地铁6号线,2,33.0,0.8823529411764706,0.3333333333333333,0.3333333333333333,1.8823529411764703,0.3333333333333333,0.3333333333333333,0.6431372549019607
136,10352704797987578827,829528499697202394,地铁6号线,北海北,2199027905418,2199027906002,116.386859,39.933236,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,21,35,1.0,地铁6号线,1,32.0,0.8235294117647058,0.0,0.0,0.8235294117647058,0.0,0.0,0.16470588235294117
137,15786925858556734218,829528499697202394,地铁6号线,车公庄西,2199027905420,10003952107151649081,116.344056,39.932446,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,24,35,1.0,地铁6号线,1,29.0,0.6470588235294117,0.0,0.0,0.6470588235294117,0.0,0.0,0.12941176470588234
138,2199029979172,829528499697202394,地铁6号线,二里沟,2199029979174,2199028595215,116.333703,39.932467,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁16号线'],1,25,35,2.0,地铁6号线,2,28.0,0.588235294117647,0.3333333333333333,0.3333333333333333,1.51131221719457,0.3333333333333333,0.3333333333333333,0.5689291101055807
140,2600824968801392783,829528499697202394,地铁6号线,白石桥南,16677628303932293076,10003247666398719891,116.324608,39.932444,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁9号线'],1,26,35,2.0,地铁6号线,2,27.0,0.5294117647058822,0.3333333333333333,0.3333333333333333,0.696078431372549,0.3333333333333333,0.3333333333333333,0.40588235294117647
142,9180965584821602626,829528499697202394,地铁6号线,花园桥,2199027905421,2199027905983,116.31077,39.932339,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,27,35,1.0,地铁6号线,1,26.0,0.47058823529411753,0.0,0.0,0.47058823529411753,0.0,0.0,0.09411764705882351
143,8367844413788290287,829528499697202394,地铁6号线,慈寿寺,2199027905422,10003243053178448881,116.293934,39.932666,2,1,#DFA13A,110000,110000,110000,1:3,,1,1,,['地铁10号线外环'],1,28,35,2.0,地铁6号线,2,25.0,0.4117647058823528,0.3333333333333333,0.3333333333333333,0.5935828877005347,0.3333333333333333,0.3333333333333333,0.3853832442067736
145,2904138686198599218,829528499697202394,地铁6号线,海淀五路居,2199027905423,10003551999399058521,116.276379,39.932463,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,29,35,1.0,地铁6号线,1,24.0,0.3529411764705881,0.0,0.0,0.3529411764705881,0.0,0.0,0.07058823529411762
146,6679898479884258805,829528499697202394,地铁6号线,田村,9550520917056023239,10930390130614383551,116.252912,39.929505,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,30,35,1.0,地铁6号线,1,23.0,0.2941176470588236,0.0,0.0,0.2941176470588236,0.0,0.0,0.05882352941176472
147,13920247526758940267,829528499697202394,地铁6号线,廖公庄,14485217891928271471,15761824447997202698,116.227289,39.932422,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,31,35,1.0,地铁6号线,1,22.0,0.23529411764705888,0.0,0.0,0.23529411764705888,0.0,0.0,0.04705882352941178
148,10297364797514323426,829528499697202394,地铁6号线,西黄村,9813357761858064211,11556621156203950278,116.206319,39.933721,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,32,35,1.0,地铁6号线,1,21.0,0.17647058823529416,0.0,0.0,0.17647058823529416,0.0,0.0,0.03529411764705883
149,2996045831092984648,829528499697202394,地铁6号线,杨庄,14319204106313395395,8812246846796391724,116.187152,39.927897,2,0,#DFA13A,110000,110000,110000,1:3,,1,1,,,0,33,35,1.0,地铁6号线,1,20.0,0.11764705882352944,0.0,0.0,0.11764705882352944,0.0,0.0,0.02352941176470589
150,2199030743411,10240260266808667929,地铁7号线,环球度假区,2199030743416,2199030762922,116.679128,39.849012,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁1号线八通线'],1,1,30,1.0,地铁7号线,1,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,14812871102250792988,10240260266808667929,地铁7号线,花庄,4786345065936510105,11680818518130472056,116.695501,39.856762,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁1号线八通线'],1,2,30,1.0,地铁7号线,1,17.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.01428571428571428
152,15871515095005025466,10240260266808667929,地铁7号线,高楼金,12062989191578494622,6826920485334218960,116.684337,39.863145,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,3,30,1.0,地铁7号线,1,18.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.02857142857142856
153,11286958658230349130,10240260266808667929,地铁7号线,群芳,17465092660630226327,13970784212049416163,116.670776,39.863507,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,4,30,1.0,地铁7号线,1,19.0,0.2142857142857142,0.0,0.0,0.2142857142857142,0.0,0.0,0.042857142857142844
154,7166734744826565736,10240260266808667929,地铁7号线,万盛东,5877099047748345818,6337696163082845657,116.657365,39.863496,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,5,30,1.0,地铁7号线,1,20.0,0.2857142857142856,0.0,0.0,0.2857142857142856,0.0,0.0,0.05714285714285712
155,11431492865055904189,10240260266808667929,地铁7号线,万盛西,13297024828388290825,2887382059671292969,116.632147,39.863305,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,6,30,1.0,地铁7号线,1,21.0,0.3571428571428572,0.0,0.0,0.3571428571428572,0.0,0.0,0.07142857142857144
156,2199027382868,10240260266808667929,地铁7号线,黑庄户,2199027384754,2199027385899,116.599114,39.858638,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,7,30,1.0,地铁7号线,1,22.0,0.4285714285714286,0.0,0.0,0.4285714285714286,0.0,0.0,0.08571428571428573
157,2007583032167901508,10240260266808667929,地铁7号线,郎辛庄,14476673330856039985,10352169386657757467,116.569782,39.856481,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,8,30,1.0,地铁7号线,1,23.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
158,10305490135702279665,10240260266808667929,地铁7号线,黄厂,14392002783244004743,1392870868009114814,116.553787,39.848976,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,9,30,1.0,地铁7号线,1,24.0,0.5714285714285714,0.0,0.0,0.5714285714285714,0.0,0.0,0.11428571428571428
159,4662996321529275010,10240260266808667929,地铁7号线,焦化厂,7331625143028362338,10003089272931621901,116.537201,39.855514,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,10,30,1.0,地铁7号线,1,25.0,0.6428571428571428,0.0,0.0,0.6428571428571428,0.0,0.0,0.12857142857142856
160,11159252993627387393,10240260266808667929,地铁7号线,双合,9908715405581250918,2199028258497,116.526802,39.859713,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,11,30,1.0,地铁7号线,1,26.0,0.7142857142857142,0.0,0.0,0.7142857142857142,0.0,0.0,0.14285714285714285
161,4179628191390078675,10240260266808667929,地铁7号线,垡头,13087293966300585173,1639232933659112914,116.511812,39.860759,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,12,30,1.0,地铁7号线,1,27.0,0.7857142857142856,0.0,0.0,0.7857142857142856,0.0,0.0,0.15714285714285714
162,5860436678239281612,10240260266808667929,地铁7号线,欢乐谷景区,243947877465287513,2199027905902,116.500069,39.866521,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,13,30,1.0,地铁7号线,1,28.0,0.8571428571428572,0.0,0.0,0.8571428571428572,0.0,0.0,0.17142857142857146
163,15359981917881046086,10240260266808667929,地铁7号线,南楼梓庄,6252400875060269353,10003242918015207751,116.501238,39.874797,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,14,30,1.0,地铁7号线,1,29.0,0.9285714285714284,0.0,0.0,0.9285714285714284,0.0,0.0,0.1857142857142857
164,13498109039108538460,10240260266808667929,地铁7号线,化工,6731928665663307085,10003718979712036741,116.503524,39.887434,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,15,30,1.0,地铁7号线,1,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
165,15216634307291552995,10240260266808667929,地铁7号线,百子湾,12545328693152193888,2199028258498,116.497739,39.89252,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,16,30,1.0,地铁7号线,1,30.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2
166,1684360737022494388,10240260266808667929,地铁7号线,大郊亭,18071361030171593637,10003497310558821161,116.48799,39.893157,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁28号线'],1,17,30,1.0,地铁7号线,1,29.0,0.9285714285714284,0.0,0.0,0.9285714285714284,0.0,0.0,0.1857142857142857
167,5471028689518210036,10240260266808667929,地铁7号线,九龙山,6626726650170127418,10003342491908609871,116.47869,39.893221,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁14号线'],1,18,30,2.0,地铁7号线,2,28.0,0.8571428571428572,0.3333333333333333,0.3333333333333333,1.680672268907563,0.3333333333333333,0.3333333333333333,0.6028011204481794
169,1038472997351111313,10240260266808667929,地铁7号线,双井,7854479019357027840,2199027130274,116.463814,39.893407,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁10号线外环'],1,19,30,2.0,地铁7号线,2,27.0,0.7857142857142856,0.3333333333333333,0.3333333333333333,1.6948051948051948,0.3333333333333333,0.3333333333333333,0.6056277056277056
171,7186466370021011137,10240260266808667929,地铁7号线,广渠门外,16842664637781159033,10003189543520880041,116.448959,39.893644,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁17号线中段'],1,20,30,1.0,地铁7号线,1,26.0,0.7142857142857142,0.0,0.0,0.7142857142857142,0.0,0.0,0.14285714285714285
172,4087209645966220714,10240260266808667929,地铁7号线,广渠门内,13728863723527893066,10003160800882967301,116.433925,39.893676,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,21,30,1.0,地铁7号线,1,25.0,0.6428571428571428,0.0,0.0,0.6428571428571428,0.0,0.0,0.12857142857142856
173,9993257119381643182,10240260266808667929,地铁7号线,桥湾,8223535016606601727,2199028258499,116.408475,39.892719,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,23,30,1.0,地铁7号线,1,23.0,0.5,0.0,0.0,0.5,0.0,0.0,0.1
174,4074244215451602453,10240260266808667929,地铁7号线,珠市口,16973897740561072501,10003563566778054031,116.398393,39.891335,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁8号线'],1,24,30,2.0,地铁7号线,2,22.0,0.4285714285714286,0.3333333333333333,0.3333333333333333,1.134453781512605,0.3333333333333333,0.3333333333333333,0.4935574229691877
176,7697049820461236165,10240260266808667929,地铁7号线,虎坊桥,10548261501309576225,10003254213815803521,116.384661,39.889457,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,25,30,1.0,地铁7号线,1,21.0,0.3571428571428572,0.0,0.0,0.3571428571428572,0.0,0.0,0.07142857142857144
177,16568766639791340417,10240260266808667929,地铁7号线,广安门内,10082844058468986675,10003882003013625061,116.358226,39.88941,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,27,30,1.0,地铁7号线,1,19.0,0.2142857142857142,0.0,0.0,0.2142857142857142,0.0,0.0,0.042857142857142844
178,14673813772913766596,10240260266808667929,地铁7号线,达官营,14202096290675538629,2199028258500,116.33645,39.889886,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁16号线'],1,28,30,2.0,地铁7号线,2,18.0,0.1428571428571428,0.3333333333333333,0.3333333333333333,0.7582417582417582,0.3333333333333333,0.3333333333333333,0.4183150183150183
180,3819369328863758979,10240260266808667929,地铁7号线,湾子,2860568061980498441,10003619082579300651,116.327694,39.890104,2,0,#FAA839,110000,110000,110000,1:1,,1,1,,,0,29,30,1.0,地铁7号线,1,17.0,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0,0.0,0.01428571428571428
181,4656190487190248444,10240260266808667929,地铁7号线,北京西站,2199026591125,2199027385728,116.321197,39.894714,2,1,#FAA839,110000,110000,110000,1:1,,1,1,,['地铁9号线'],1,30,30,1.0,地铁7号线,2,16.0,0.0,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,0.0,0.33333333333333337
183,2199031508055,6498459369252258424,地铁8号线,瀛海,2199031508192,2199031508270,116.448909,39.760613,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,1,35,1.0,地铁8号线,1,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2199031508056,6498459369252258424,地铁8号线,德茂,2199031508193,2199031508269,116.441597,39.772539,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,2,35,1.0,地铁8号线,1,19.0,0.05882352941176472,0.0,0.0,0.05882352941176472,0.0,0.0,0.011764705882352944
185,2199031508057,6498459369252258424,地铁8号线,五福堂,2199031508194,2199031508268,116.42395,39.785007,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,3,35,1.0,地铁8号线,1,20.0,0.11764705882352944,0.0,0.0,0.11764705882352944,0.0,0.0,0.02352941176470589
186,2199031508058,6498459369252258424,地铁8号线,火箭万源,2199031508195,2199031508267,116.418639,39.799275,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,4,35,1.0,地铁8号线,1,21.0,0.17647058823529416,0.0,0.0,0.17647058823529416,0.0,0.0,0.03529411764705883
187,2199031508059,6498459369252258424,地铁8号线,东高地,2199031508196,2199031508266,116.409161,39.805085,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,5,35,1.0,地铁8号线,1,22.0,0.23529411764705888,0.0,0.0,0.23529411764705888,0.0,0.0,0.04705882352941178
188,2199031508060,6498459369252258424,地铁8号线,和义,2199031508197,2199031508265,116.402063,39.814837,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,6,35,1.0,地铁8号线,1,23.0,0.2941176470588236,0.0,0.0,0.2941176470588236,0.0,0.0,0.05882352941176472
189,2199031508061,6498459369252258424,地铁8号线,大红门南,2199031508198,2199031508264,116.40104,39.836695,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,7,35,1.0,地铁8号线,1,24.0,0.3529411764705881,0.0,0.0,0.3529411764705881,0.0,0.0,0.07058823529411762
190,2199031508062,6498459369252258424,地铁8号线,大红门,2199031508199,10003045970596632011,116.40066,39.84555,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,['地铁10号线内环'],1,8,35,2.0,地铁8号线,2,25.0,0.4117647058823528,0.3333333333333333,0.3333333333333333,1.1844919786096257,0.3333333333333333,0.3333333333333333,0.5035650623885919
192,2199031508063,6498459369252258424,地铁8号线,海户屯,2199031508200,2199031508263,116.400309,39.85179,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,9,35,1.0,地铁8号线,1,26.0,0.47058823529411753,0.0,0.0,0.47058823529411753,0.0,0.0,0.09411764705882351
193,2199031508064,6498459369252258424,地铁8号线,木樨园,2199031508201,2199031508262,116.399813,39.859334,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,10,35,1.0,地铁8号线,1,27.0,0.5294117647058822,0.0,0.0,0.5294117647058822,0.0,0.0,0.10588235294117646
194,2199031508065,6498459369252258424,地铁8号线,永定门外,2199031508202,10003179741605198291,116.399383,39.866401,2,1,#169a6c,110000,110000,110000,1:1,,1,1,,['地铁14号线'],1,11,35,2.0,地铁8号线,2,28.0,0.588235294117647,0.3333333333333333,0.3333333333333333,1.4117647058823528,0.3333333333333333,0.3333333333333333,0.5490196078431373
196,2199031508066,6498459369252258424,地铁8号线,天桥,2199031508203,2199031508261,116.398718,39.882012,2,0,#169a6c,110000,110000,110000,1:1,,1,1,,,0,12,35,1.0,地铁8号线,1,29.0,0.6470588235294117,0.0,0.0,0.6470588235294117,0.0,0.0,0.12941176470588234
